Id,DR,Codigo_Unidade,Nome_Unidade,Cod_Sistec,CNPJ,Polo,Unidades_Operacionais,Cat_Unid_Operacionais,Responsavel,Tel_Resp,Email_Resp,Chave_Imovel_DR,Nome_TipoUnidade,Cod_TipoUnidade,Endereco_Numero,Endereco_Logradouro,Endereco_Complemento,Endereco_CEP,Endereco_Bairro,Endereco_Cidade,Endereco_UF,Endereco_Vinculo,Data_Ocorrencia,Versao,MesAnoApuracao,Regional,Ativo
301,PR,12,SENAC - UNIDADE DE EDUCACAO PROFISSIONAL E TECNOLOGICA DE PARANAGUA,747,03541088001976,1,1,0,AGNALDO CAMILO MONTEIRO,4134275900,PARANAGUA@PR.SENAC.BR,12,fixa,1,1191,AL. CORONEL ELYSIO PEREIRA,NULL,83206000,BAIRRO ESTRADINHA,PARANAGUA,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"PR  ",1
302,PR,13,SENAC - UNIDADE DE EDUCACAO PROFISSIONAL E TECNOLOGICA DE PARANAVAI,752,03541088000902,1,1,0,MARCOS VINICIOS HOMEM DA CRUZ,4434748400,PARANAVAI@PR.SENAC.BR,13,fixa,1,1240,AV. RIO GRANDE DO NORTE,NULL,87701020,CENTRO,PARANAVAI,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"PR  ",1
303,PR,14,SENAC - UNIDADE DE EDUCACAO PROFISSIONAL E TECNOLOGICA DE CASTRO,801,03541088001208,1,1,0,ANA MARIA TRAPPEL,4232338650,CASTRO@PR.SENAC.BR,14,fixa,1,273,RUA ALFREDO LUIZ DE MATTOS,NULL,84165030,CENTRO,CASTRO,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"PR  ",1
304,PR,15,SENAC - UNIDADE DE EDUCACAO PROFISSIONAL E TECNOLOGICA DE TOLEDO,763,03541088000651,1,1,0,SHENIA UEZ,4533788100,TOLEDO@PR.SENAC.BR,15,fixa,1,3332,RUA GUAIRA,NULL,85903220,JARDIM LA SALLE,TOLEDO,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"PR  ",1
305,PR,16,SENAC - UNIDADE DE EDUCACAO PROFISSIONAL E TECNOLOGICA DE FRANCISCO BELTRAO,796,03541088000228,1,1,0,LENISE CRISTINA FERNANDES,4639056800,FRANCISCOBELTRAO@PR.SENAC.BR,16,fixa,1,2191,AV. JULIO ASSIS CAVALHEIRO,NULL,85601000,CENTRO,FRANCISCO BELTRAO,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"PR  ",1
306,PR,17,SENAC - UNIDADE DE EDUCACAO PROFISSIONAL E TECNOLOGICA DE IRATI,804,03541088001542,1,1,0,PATRICIA FERRAZ PEDROSO BERMUDES,4234216400,IRATI@PR.SENAC.BR,17,fixa,1,24,AV. VICENTE MACHADO,NULL,84500039,CENTRO,IRATI,NULL,1,2021-10-08 02:36:01.133,1,09/2021,"PR  ",1
307,PR,18,SENAC - UNIDADE DE EDUCACAO PROFISSIONAL E TECNOLOGICA DE UNIAO DA VITORIA,12287,03541088002786,1,1,0,ANGELA MARIA NOVAKOWSKI,4235241500,UNIAODAVITORIA@PR.SENAC.BR,18,fixa,1,161,RUA VALENTIN VARACOSKI,NULL,84600110,CENTRO,UNIAO DA VITORIA,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"PR  ",1
308,PR,19,SENAC - UNIDADE DE EDUCACAO PROFISSIONAL E TECNOLOGICA DE JACAREZINHO,807,03541088000732,1,1,0,ANTENOR DE MATOS PINHEIRO,4335113000,JACAREZINHO@PR.SENAC.BR,19,fixa,1,742,RUA DOIS DE ABRIL,NULL,86400000,CENTRO,JACAREZINHO,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"PR  ",1
309,PR,21,SENAC - UNIDADE DE EDUCACAO PROFISSIONAL E TECNOLOGICA DE SANTO ANTONIO DA PLATINA,3300,03541088002190,1,1,0,ANTENOR DE MATOS PINHEIRO,4335583550,STOANTONIODAPLATINA@PR.SENAC.BR,21,fixa,1,799,RUA RUI BARBOSA,NULL,86430000,CENTRO,SANTO ANTONIO DA PLATINA,NULL,1,2021-10-08 02:36:01.133,1,09/2021,"PR  ",1
310,PR,22,SENAC - UNIDADE DE EDUCACAO PROFISSIONAL E TECNOLOGICA DE IVAIPORA,23768,03541088003243,1,1,0,FABIANO DA SILVA YOITI KANADANI,4334728200,IVAIPORA@PR.SENAC.BR,22,fixa,1,950,AV. APARICIO CARDOSO BITENCOURT,NULL,86870000,JARDIM IMPERIAL,IVAIPORA,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"PR  ",1
311,PR,28,SENAC - UNIDADE DE EDUCACAO PROFISSIONAL E TECNOLOGICA DE PRUDENTOPOLIS,12285,03541088002433,1,1,0,PATRICIA FERRAZ PEDROSO BERMUDES,4234468450,PRUDENTOPOLIS@PR.SENAC.BR,28,fixa,1,777,RUA PREFEITO ANTONIO WITCHEMICHEN,NULL,84400000,CENTRO,PRUDENTOPOLIS,NULL,1,2021-10-08 02:36:01.133,1,09/2021,"PR  ",1
312,PR,29,SENAC - UNIDADE DE EDUCACAO PROFISSIONAL E TECNOLOGICA DE SAO MATEUS DO SUL,12286,03541088002514,1,1,0,EDSON LUIZ GUARIZA,4235201700,SAOMATEUSDOSUL@PR.SENAC.BR,29,fixa,1,1191,RUA LEDY AFONSO RODERJAN,NULL,83900000,CENTRO,SAO MATEUS DO SUL,NULL,1,2021-10-08 02:36:01.133,1,09/2021,"PR  ",1
313,PR,30,SENAC - UNIDADE DE EDUCACAO PROFISSIONAL E TECNOLOGICA DE CORNELIO PROCOPIO,12282,03541088002271,1,1,0,FABIO LUIS PEREIRA DA SILVA,4335206500,CORNELIOPROCOPIO@PR.SENAC.BR,30,fixa,1,751,AV. MINAS GERAIS,NULL,86300000,CENTRO,CORNELIO PROCOPIO,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"PR  ",1
314,PR,31,SENAC - UNIDADE DE EDUCACAO PROFISSIONAL E TECNOLOGICA DE PALMAS,12284,03541088002603,1,1,0,VANDERLEI PINHEIRO CORREIA,4632638600,PALMAS@PR.SENAC.BR,31,fixa,1,903,RUA DR BERNARDO RIBEIRO VIANNA,NULL,85555000,CENTRO,PALMAS,NULL,1,2021-10-08 02:36:01.133,1,09/2021,"PR  ",1
315,PR,32,SENAC - UNIDADE DE EDUCACAO PROFISSIONAL E TECNOLOGICA EM CURITIBA PACO DA LIBERDADE,44666,03541088002948,0,1,0,MARCO ANTONIO DE OLIVEIRA BISS,4132194890,CAFEDOPACO@PR.SENAC.BR,32,fixa,1,189,PRACA GENEROSO MARQUES,NULL,80020230,CENTRO,CURITIBA,NULL,1,2021-10-08 02:36:01.133,1,09/2021,"PR  ",1
316,PR,34,SENAC - UNIDADE DE EDUCACAO PROFISSIONAL E TECNOLOGICA DE MATINHOS CAIOBA,13895,03541088003081,1,1,0,BRUNO TRUBER DAMIAO,4134528050,CAIOBA@PR.SENAC.BR,34,fixa,1,91,RUA DOUTOR JOSE PINTO REBELO JUNIOR,NULL,83260000,BALNEARIO CAIOBA,MATINHOS,NULL,1,2021-10-08 02:36:01.133,1,09/2021,"PR  ",1
318,PR,36,SENAC - UNIDADE DE EDUCACAO PROFISSIONAL E TECNOLOGICA DE MEDIANEIRA,43177,03541088004053,1,1,0,SERGIO CARLOS FIGUEIREDO,4532403650,MEDIANEIRA@PR.SENAC.BR,36,fixa,1,1761,RUA RIACHUELO,NULL,85884000,CENTRO,MEDIANEIRA,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"PR  ",1
319,PR,37,SENAC - UNIDADE DE EDUCACAO PROFISSIONAL E TECNOLOGICA DE MARECHAL CANDIDO RONDON,32367,03541088003910,1,1,0,FATIMA VIVIANE QUEIROZ LAUER,4532844200,MCR@PR.SENAC.BR,37,fixa,1,5736,RUA SANTA CATARINA,NULL,85960000,VILA GAUCHA,MARECHAL CANDIDO RONDON,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"PR  ",1
320,PR,38,SENAC - UNIDADE DE EDUCACAO PROFISSIONAL E TECNOLOGICA DE RIO NEGRO,45675,03541088004304,0,1,0,LUIZ HENRIQUE GRADIZ ALVES,4736413050,RIONEGRO@PR.SENAC.BR,38,fixa,1,100,RUA MARCAL JOSE PEREIRA,NULL,83880000,ESTACAO NOVA,RIO NEGRO,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"PR  ",1
321,PR,39,SENAC - UNIDADE DE EDUCACAO PROFISSIONAL E TECNOLOGICA DE SAO JOSE DOS PINHAIS,44662,03541088003758,1,1,0,DENNY ENZO YAMASHITA,4135865350,SAOJOSEDOSPINHAIS@PR.SENAC.BR,39,fixa,1,3028,AV. ROCHA POMBO,LOTE E-969,83010620,CRUZEIRO,SAO JOSE DOS PINHAIS,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"PR  ",1
322,PR,42,SENAC - UNIDADE DE EDUCACAO PROFISSIONAL E TECNOLOGICA DE  LONDRINA NORTE,44663,03541088003677,1,1,0,AMANDA MARCONI,4335727950,LONDRINANORTE@PR.SENAC.BR,42,fixa,1,100,RUA CEGONHA,NULL,86084635,CONJUNTO HABITACIONAL VIOLIN,LONDRINA,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"PR  ",1
324,PR,46,SENAC - UNIDADE DE EDUCACAO PROFISSIONAL E TECNOLOGICA CURITIBA PORTAO,44544,03541088003324,1,1,0,ANGELA D'AGOSTIN BORGES,4133145850,CURITIBAPORTAO@PR.SENAC.BR,46,fixa,1,215,RUA CALIXTO RAZOLINI,NULL,81070060,PORTAO,CURITIBA,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"PR  ",1
325,PR,47,SENAC - UNIDADE DE EDUCACAO PROFISSIONAL E TECNOLOGICA DE NOVA LONDRINA,48730,03541088004568,0,1,0,MARCOS VINICIOS HOMEM DA CRUZ,4434328750,NOVALONDRINA@PR.SENAC.BR,47,fixa,1,0,AV. FIORAVANTE JOSE MONTANHER,NULL,87970000,CENTRO,NOVA LONDRINA,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"PR  ",1
326,PR,50,SENAC - UNIDADE DE EDUCACAO PROFISSIONAL E TECNOLOGICA ESTACAO SAUDADE DE PONTA GROSSA,46526,03541088004800,0,1,0,MERI TEREZINHA MESSIAS TEIXEIRA,4232286620,PONTAGROSSA@PR.SENAC.BR,50,fixa,1,77,RUA FERNANDES PINHEIRO,NULL,84010135,CENTRO,PONTA GROSSA,NULL,1,2021-10-08 02:36:01.133,1,09/2021,"PR  ",1
328,PR,52,SENAC - UNIDADE DE EDUCACAO PROFISSIONAL E TECNOLOGICA EM BELA VISTA DO PARAISO,47816,03541088005025,0,1,0,AMANDA MARCONI,4332428749,BVP@PR.SENAC.BR,52,fixa,1,41,PRACA BRASILIO DE ARAUJO FILHO,NULL,86130000,CENTRO,BELA VISTA DO PARAISO,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"PR  ",1
63,CE,92,SENAC - CENTRO,145,3648344002305,1,1,0,FRANCISCO WAGNER BEZERRIL FORTE,8532705401,WAGNERFORTE@CESENACBR,1537,fixa,1,1245,AVENIDA TRISTÃO GONÇALVES,NULL,60015000,CENTRO,FORTALEZA,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"CE  ",1
64,CE,93,SENAC - CRATO,149,3648344000361,1,1,0,CRISTIANO SARAIVA MARQUES,8835131991,CRISTIANOSARAIVA@CESENACBR,1122,fixa,1,596,PRAÇA DA SÉ,NULL,63100440,CENTRO,CRATO,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"CE  ",1
65,CE,94,SENAC - IGUATU,1490,3648344000280,1,1,0,LIDUINA VIEIRA BEZERRA FRANCO DE SÁ,8835827751,LIDUINAFRANCO@CESENACBR,1131,fixa,1,1134,RUA TREZE DE MAIO,NULL,63500000,CENTRO,IGUATU,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"CE  ",1
66,CE,95,SENAC - JUAZEIRO DO NORTE,146,3648344000523,1,1,0,CRISTIANO SARAIVA MARQUES,8835664790,CRISTIANOSARAIVA@CESENACBR,1125,fixa,1,0,RUA SÃO LUIZ,NULL,63010462,SÃO MIGUEL,JUAZEIRO DO NORTE,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"CE  ",1
67,CE,96,SENAC - SOBRAL,157,3648344000442,1,1,0,FÁBIO FERREIRA DE MORAES,8836778700,FABIOMORAES@CESENACBR,1126,fixa,1,980,RUA DR. JOÃO DO MONTE,NULL,62010220,CENTRO,SOBRAL,NULL,1,2021-10-08 02:36:01.133,1,09/2021,"CE  ",1
68,CE,5490,SENAC - QUIXADÁ,45748,3648344001252,1,1,0,FRANCISCO FERREIRA DE SOUZA NETO,8835827751,FRANCISCONETO@CESENACBR,3674,fixa,1,0,RUA PRES KENEDY,NULL,63900000,ALTO SÃO FRANCISCO,QUIXADÁ,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"CE  ",1
69,CE,5494,SENAC - ITAPIPOCA,145,3648344001333,0,1,0,FÁBIO FERREIRA DE MORAES,8836778746,FABIOMORAES@CESENACBR,3685,fixa,1,2959,RUA R EUBIA BARROSO,NULL,62500001,CENTRO,ITAPIPOCA,NULL,1,2021-10-08 02:36:01.133,1,09/2021,"CE  ",1
70,CE,5691,SENAC - CEDRO,1490,3648344001767,1,1,0,LIDUINA VIEIRA BEZERRA FRANCO DE SÁ,8835827758,LIDUINAFRANCO@CESENACBR,3948,fixa,1,222,ADALTO CASTELO,A,63400000,CENTRO,CEDRO,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"CE  ",1
72,CE,5705,SENAC - MARANGUAPE,145,3648344002143,0,1,0,DORANEIDE ALBUQUERQUE FERNANDES,8532705449,DORANEIDE@CESENACBR,3968,fixa,1,175,RUA CORONEL MANOEL PAULA,NULL,61940065,CENTRO,MARANGUAPE,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"CE  ",1
73,CE,5706,SENAC - AQUIRAZ,145,3648344002224,0,1,0,DORANEIDE ALBUQUERQUE FERNANDES,8532705851,DORANEIDE@CESENACBR,3691,fixa,1,210,RUA PEDRO BRASIL,NULL,61700000,CENTRO,AQUIRAZ,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"CE  ",1
77,CE,5712,SENAC - REFERENCE,46399,3648344002062,0,1,0,RAQUEL CAJÉ TORRES BEZERRA,8532705498,RAQUELC@CESENACBR,3971,fixa,1,1301,AVENIDA DESEMBARGADOR MOREIRA,NULL,60170002,ALDEOTA,FORTALEZA,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"CE  ",1
11,AL,2,SENAC CEP CARLOS MILITO,1501,03692424001124,1,1,0,JOÃO EVERTON,8221227801,JOAO.FREIRE@AL.SENAC.BR,2,fixa,1,77,AV. PEDRO PAULINO,NULL,57025340,POÇO,MACEIÓ,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"AL  ",1
12,AL,3,SENAC CEP ARAPIRACA,12241,03692424000667,1,1,0,ROSELY ALVES,8235214582,ROSELY.SILVA@AL.SENAC.BR,3,fixa,1,69,RUA MANOEL FERREIRA BRITO,NULL,57306370,CAVACO,ARAPIRACA,NULL,1,2021-10-08 02:36:01.133,1,09/2021,"AL  ",1
13,AL,5,SENAC - POSTO AVANÇADO DE UNIÃO DOS PALMARES,0,03692424001205,0,1,0,ROBERTA ALBUQUERQUE,8221227802,ROBERTA.ALBUQUERQUE@AL.SENAC.BR,5,fixa,1,140,RUA BENEDITO LUCINDO DA SILVA,NULL,57800000,CENTRO,UNIÃO DOS PALMARES,NULL,1,2021-10-08 02:36:01.133,1,09/2021,"AL  ",1
14,AL,8,SENAC - POSTO AVANÇADO PALMEIRA DOS INDIOS,43024,03692424000900,0,1,0,ROBERTA ALBUQUERQUE,8221227802,ROBERTA.ALBUQUERQUE@AL.SENAC.BR,8,fixa,1,66,RUA JOSÉ PINTO DE BARROS,NULL,57600310,CENTRO,PALMEIRA DOS ÍNDIOS,NULL,1,2021-10-08 02:36:01.133,1,09/2021,"AL  ",1
213,MT,24,SENAC CEP CUIABÁ,241,3658868001143,1,1,0,JULIANO OURIVES ARRUDA,6536142456,JULIANO@MT.SENAC.BR,24,fixa,1,1625,AV. EDGAR  VIEIRA,NULL,78068041,BOA ESPERANÇA,CUIABÁ,NULL,1,2021-10-08 02:36:01.133,1,09/2021,"MT  ",1
214,MT,25,SENAC CEP RONDONÓPOLIS,3305,3658868000333,1,1,0,CEZAR ROMANO,6699649728,CEZAR.ROMANO@MT.SENAC.BR,25,fixa,1,565,RUA PONTA PORA,NULL,78740164,VILA AURORA III,RONDONÓPOLIS,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"MT  ",1
215,MT,26,SENAC CEP BARRA DO GARÇAS,3304,3658868000929,1,1,0,INGRID MOTA GUERRA JACARANDÁ,66984261726,INGRID@MT.SENAC.BR,26,fixa,1,1146,RUA GUARDIATO MENDES DE SOUZA,NULL,78600000,SANTA ROSA - DERMAT,BARRA DO GARÇAS,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"MT  ",1
216,MT,27,SENAC NEP COLÍDER,3211,3658868000252,1,1,0,IRISNEIA DE MOURA,66999615044,IRISNEIA.MOURA@MT.SENAC.BR,27,fixa,1,138,TRAVESSA DO PARECIS,NULL,78500000,CENTRO,COLÍDER,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"MT  ",1
217,MT,30,SENAC CEP PRIMAVERA DO LESTE,3306,3658868000767,1,1,0,PAULA GRACIELY ALVES CAMPOS,6634984466,PGALVES@MT.SENAC.BR,30,fixa,1,1160,AV TANCREDO NEVES,NULL,78850000,PARQUE CASTELÂNDIA I,PRIMAVERA DO LESTE,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"MT  ",1
218,MT,33,SENAC CEP TANGARÁ DA SERRA,3213,3658868000848,1,1,0,ALAN KLEBER SILVA DE ARAUJO,6599934978,ALAN@MT.SENAC.BR,33,fixa,1,143,RUA OSVALDO PEREIRA DE ARAÚJO,NULL,78300000,PARQUE NAÇÕES UNIDAS,TANGARÁ DA SERRA,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"MT  ",1
219,MT,34,SENAC CEP SORRISO,20621,3658868001496,1,1,0,ANIBAL BROGIO FILHO,65996352360,BROGIOFILHO@GMAIL.COM,34,fixa,1,1465,TRAVESSA GEMEOS,NULL,78890000,JARDIM AURORA,SORRISO,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"MT  ",1
233,PB,1,SENAC - CENTRO DE EDUCAÇÃO PROFISSIONAL DE JOÃO PESSOA,11676,3609783000284,0,2,0,ADOLFO JOSÉ CASTOR DE ANDRADE,8332142345,ADOLFO@PB.SENAC.BR,2,fixa,1,389,AV. DOM PEDRO I,NULL,58013020,CENTRO,JOAO PESSOA,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"PB  ",1
234,PB,2,SENAC - CENTRO DE EDUCAÇÃO PROFISSIONAL DE CAMPINA GRANDE,12277,3609783000365,1,2,0,DIEGO ANDRADE MAIA,8333437997,DIEGO.MAIA@PB.SENAC.BR,3,fixa,1,300,AV. MANOEL TAVARES,NULL,58102670,ALTO BRANCO,CAMPINA GRANDE,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"PB  ",1
235,PB,3,SENAC - CENTRO DE EDUCAÇÃO PROFISSIONAL DE CAJAZEIRAS,12276,3609783000446,0,2,0,JÚLIA MÁRCIA LOURENÇO DE ALMEIDA MARTINS MEDEIROS,8335313553,JULIA.MEDEIROS@PB.SENAC.BR,4,fixa,1,702,RUA MANOEL GOMES PEDROSA,NULL,58900000,COCODÉ,CAJAZEIRAS,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"PB  ",1
236,PB,6,SENAC - UNIDADE MOVEL EDUCACIONAL,12229,3609783000870,0,5,0,MARINELMA ROQUE DA SILVA,8332145616,MARINEUMA@PB.SENAC.BR,6,fixa,1,1214,AVENIDA JOÃO MACHADO,NULL,58013522,CENTRO,JOAO PESSOA,NULL,3,2021-10-08 02:36:01.133,1,09/2021,"PB  ",1
241,PB,17,SENAC - ESCOLA SENAC DE GASTRONOMIA E HOTELARIA,12231,3609783000608,0,2,0,ANGELINE FERNANDES PONTES LEITÃO,8330313547,ANGELINE@PB.SENAC.BR,5,fixa,1,2788,AV. CABO BRANCO,NULL,58045010,CABO BRANCO,JOAO PESSOA,NULL,3,2021-10-08 02:36:01.133,1,09/2021,"PB  ",1
242,PB,18,SENAC - ESCOLA SENAC  DOM ULRICO,22612,3609783000799,0,2,0,MARCOS ANTÔNIO CARNAÚBA DE OLIVEIRA,8331331162,CARNAUBA@PB.SENAC.BR,6,fixa,1,1214,AVENIDA JOÃO MACHADO,NULL,58013522,CENTRO,JOAO PESSOA,NULL,3,2021-10-08 02:36:01.133,1,09/2021,"PB  ",1
243,PB,19,SENAC - CENDEGE-CENTRO DE DESENVOLVIMENTO GERENCIAL,12230,3609783000527,1,2,0,TÂMARA GONÇALVES DE SOUSA,8332142340,TAMARA@PB.SENAC.BR,7,fixa,1,115,RUA DESEMBARGADOR SOUTO MAIOR,NULL,58013190,CENTRO,JOAO PESSOA,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"PB  ",1
244,PB,21,SENAC - CENTRO DE EDUCACAO PROFISSIONAL DE PATOS,45786,3609783000950,0,2,0,RICARDO DA COSTA E SOUSA,8334157457,RICARDO.COSTA@PB.SENAC.BR,21,fixa,1,80,RUA PRESIDENTE EPITÁCIO PESSOA,NULL,58700020,CENTRO,PATOS,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"PB  ",1
110,GO,6,CEP ELIAS BUFAICAL,530,3608475000153,1,1,0,FABRÍCIO BORGES PESSOA,62992217145,FABRICIO.BORGES@GO.SENAC.BR,64,fixa,1,43,RUA 31-A,NULL,74075470,AEROPORTO,GOIÂNIA,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"GO  ",1
111,GO,7,CEP CORA CORALINA,531,3608475000234,1,1,0,MANOEL XAVIER FERREIRA FILHO,62999221550,MANOELXAVIER@UOL.COM.BR,63,fixa,1,1002,AVENIDA INDEPENDÊNCIA,QD.942 L.25,74645010,SETOR LESTE VILA NOVA,GOIÂNIA,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"GO  ",1
112,GO,8,CEP ANÁPOLIS,1539,3608475000587,1,1,0,PAULA EMANUELA OLIVEIRA DA SILVA,6237027344,PEMANUELASILVA@GMAIL.COM.BR,937,fixa,1,678,AVENIDA SENADOR JOSÉ LOURENÇO DIAS,CENTRO,75020010,SETOR CENTRAL,ANÁPOLIS,NULL,2,2021-10-08 02:36:01.133,1,09/2021,"GO  ",1
